ISO3,Country,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Inequality in income (2010),Inequality in income (2011),Inequality in income (2012),Inequality in income (2013),Inequality in income (2014),Inequality in income (2015),Inequality in income (2016),Inequality in income (2017),Inequality in income (2018),Inequality in income (2019),Inequality in income (2020),Inequality in income (2021),PCA1,PCA2,Cluster,Inequality Status
AFG,Afghanistan,Asia,Northern Hemisphere,Low,SA,1.57319983465114,-1.67777008740064,-1.6075758165907,-1.57524148659905,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-1.5504363866848,-2.06406167069477,0,Low Inequality
AGO,Angola,Africa,Southern Hemisphere,Medium,SSA,0.98616179171123,0.209668692566611,0.843837643266599,0.835339020809681,0.877998543011798,0.907618099707089,0.935732659296368,0.902009657763105,0.92510997653843,0.94320499175317,0.948226927455107,0.989576647811502,0.989576647811502,2.99435857066143,-0.417688842413081,1,Medium Inequality
ALB,Albania,Europe,Northern Hemisphere,High,ECA,-0.499778254480425,-0.634699185514099,-0.587549051010222,-1.38025670827698,-1.36228950141904,-1.34293478716512,-1.34722584309486,-1.40982890303528,-1.39037898784309,-1.2200253467592,-1.21358798135439,-1.16345674452883,-1.16345674452883,-4.12652759810826,0.440103689777545,2,High Inequality
AND,Andorra,Europe,Northern Hemisphere,Very High,SSA,-0.995091603210977,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
ARE,United Arab Emirates,Asia,Northern Hemisphere,Very High,AS,-1.25192074699719,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
ARG,Argentina,America,Southern Hemisphere,Very High,LAC,-0.866677031317871,0.822530144919881,0.67668762717058,0.505412069150018,0.469498942250809,0.563431807010358,0.469248766861107,0.638021848746248,0.521758075490892,0.602643538706412,0.841148967928237,0.882933650066622,0.882933650066622,2.26709454289397,-0.0577605562185095,0,Low Inequality
ARM,Armenia,Asia,Northern Hemisphere,High,ECA,-0.169569355326724,-1.19686276631446,-1.13729298309941,-1.11279210792548,-1.09184406834225,-1.07125019211251,-1.07162927308665,-0.687240835936181,-0.666649950905532,-0.633082026502215,-0.627028705734082,-0.579280133547391,-0.579280133547391,-3.00256960183614,-0.840469231890437,2,High Inequality
ATG,Antigua and Barbuda,America,Northern Hemisphere,High,LAC,-0.426398499112936,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
AUS,Australia,Oceania,Southern Hemisphere,Very High,SSA,-1.63716446267651,-0.721708637739432,-0.672636239204059,-0.655875105627809,-0.629834828973196,-0.661542674225336,-0.656022394034776,-0.729527912101082,-0.709003798555679,-0.676126566905576,-0.670045081535668,-0.622121772367098,-0.622121772367098,-2.3143578848158,-0.0799440673729672,2,High Inequality
AUT,Austria,Europe,Northern Hemisphere,Very High,SSA,-1.27026568583906,-1.41166976474764,-1.1930387385444,-0.947637677589863,-0.924482976555738,-1.08328694327255,-1.15885692640826,-1.05714889986589,-0.880406286913744,-1.19036530617777,-1.18394734772269,-0.922904721046906,-0.922904721046906,-3.70527182532064,-0.303633906255964,2,High Inequality
AZE,Azerbaijan,Asia,Northern Hemisphere,High,ECA,-0.0594997222754905,-0.0459981079053174,-1.86487636666335,-1.82825620676249,-1.81528185340459,-1.79800271828516,-1.80884627804493,-1.87919954617984,-1.86049076936411,-1.81531796017186,-1.80849108707944,-1.75594329211137,-1.75594329211137,-5.82695573629102,0.732224087716301,2,High Inequality
BDI,Burundi,Africa,Southern Hemisphere,Low,SSA,1.70161440654425,-1.33619841456949,-1.27355034620157,-1.12765340755269,-1.10687099380634,-1.08634596989345,-1.08694241433129,-1.14517554042613,-0.180874125453763,-0.152028248077531,-0.146289687043735,-0.100493926632371,-0.100493926632371,-2.52561537505409,-1.53139264683267,2,High Inequality
BEL,Belgium,Europe,Northern Hemisphere,Very High,SSA,-1.49040495194153,-1.5176377238386,-1.40106515444984,-1.37217065220875,-1.40479886474796,-1.34071393383834,-1.34497301179527,-1.43762282817889,-1.50820254949866,-1.51997291102783,-1.51333928603651,-1.55769664978105,-1.55769664978105,-5.04091017485766,-0.00254185714843217,2,High Inequality
BEN,Benin,Africa,Northern Hemisphere,Low,SSA,1.31637069086493,0.0938850037789945,0.904064581771813,0.89456276513473,0.937882322627373,1.08910148794493,1.11982921914046,1.09864588179461,1.35606945607956,1.3699752736798,1.3747179680441,1.41433523754098,1.41433523754098,3.80425277364938,-0.99667989703693,1,Medium Inequality
BFA,Burkina Faso,Africa,Northern Hemisphere,Low,SSA,1.64657959001863,0.173163775942593,0.202466126401533,0.204650766102906,0.240281409767009,-0.659423170181685,-0.653872371342339,-0.704834625651949,-0.684271521295137,-0.650532304127316,-0.644467565415918,-0.596648154771746,-0.596648154771746,-1.29164100042053,1.24231619462718,0,Low Inequality
BGD,Bangladesh,Asia,Northern Hemisphere,Medium,SA,0.637607953715656,-0.0459981079053174,0.752232983592147,0.745260210925078,0.78691582508102,-0.882326001120865,-0.879984770685643,-0.934743256785681,-0.914543179201203,-0.935405260254325,-0.748463864390017,-0.700222009988772,-0.700222009988772,-1.32434657545947,1.93457628104541,0,Low Inequality
BGR,Bulgaria,Europe,Northern Hemisphere,High,SSA,-0.481433315638553,-1.03209420111711,-0.524339152249449,-0.6485551829061,-0.557223684629758,-0.303116619343256,-0.0921498200320227,-0.0267610814815119,0.23309483334589,-0.0569394588041073,-0.0512631155999851,0.183925619903892,0.183925619903892,-0.745340833756155,-1.23322437349442,0,Low Inequality
BHR,Bahrain,Asia,Northern Hemisphere,Very High,AS,-1.08681629742034,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
BHS,Bahamas,America,Northern Hemisphere,Very High,LAC,-0.719917520582893,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
BIH,Bosnia and Herzegovina,Europe,Northern Hemisphere,High,ECA,-0.371363682587319,-0.0459981079053174,-0.807794656553257,-0.329612093547871,-0.299935689113421,-0.27571334432091,-0.264637523981182,-0.309064861560061,-0.287876834948971,-0.257990823832465,-0.25218293010929,-0.205957020357127,-0.205957020357127,-1.02190866277638,-0.210187586479953,0,Low Inequality
BLR,Belarus,Europe,Northern Hemisphere,Very High,ECA,-0.628192826373531,-1.5049329386116,-1.5875640721197,-1.57328552898772,-1.55746958485743,-1.53136743931953,-1.53837172901177,-1.60418396319842,-1.5850409355286,-1.54254567223474,-1.70018379315176,-1.64807595364958,-1.64807595364958,-5.49013593563953,-0.0308873863125454,2,High Inequality
BLZ,Belize,America,Northern Hemisphere,Medium,LAC,0.527538320664423,-0.0459981079053174,2.05495591747886,2.02628381726704,2.08221615096883,2.11735334814858,2.16288683424675,2.15921553290253,2.18430098546236,2.19015587087094,2.19436191041938,2.2306497011762,2.2306497011762,6.86533375101834,-1.14542624273164,1,Medium Inequality
BOL,Bolivia,America,Southern Hemisphere,Medium,LAC,0.435813626455061,2.09933842048318,1.47732535260632,1.67873189733084,1.79575417143691,1.77628508047258,1.71411491867396,1.54387028907082,1.38917411509216,0.978510278954643,0.670869697108238,0.713346071312845,0.713346071312845,4.75275825232351,1.34537027120932,1,Medium Inequality
BRA,Brazil,America,Southern Hemisphere,High,LAC,-0.13287947764298,2.52392251090552,2.37144408984111,2.38824086773331,2.29761446315187,2.2108349656711,2.25547866441303,2.5221969468034,2.58773331665722,2.70141041650426,2.65982699657569,2.69422401985596,2.69422401985596,8.62878806744742,-0.123608759905436,1,Medium Inequality
BRB,Barbados,America,Northern Hemisphere,High,LAC,-0.444743437954809,1.46888667166211,1.46956314925867,1.45064187870488,1.50015881266306,1.5326290640077,1.56974312995048,1.55611345837499,1.58024661002108,1.59197328446959,1.5965707226525,1.63528680324075,1.63528680324075,5.3670737245695,-0.0688579606186388,1,Medium Inequality
BRN,Brunei,Asia,Northern Hemisphere,Very High,EAP,-0.793297275950382,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
BTN,Bhutan,Asia,Northern Hemisphere,Medium,SA,0.600918076031912,0.298193666980286,0.32473378349502,-0.218188691351397,-0.187270498197265,-0.162531929414604,-0.149826414684335,-0.192326172951894,-0.316434960022981,-0.2862713459412,-0.280444947905149,-0.234104234904236,-0.234104234904236,-0.492108453541115,0.563176666256654,0,Low Inequality
CAN,Canada,America,Northern Hemisphere,Very High,SSA,-1.45371507425778,-0.763906070827032,-0.713901421762881,-0.696452938106851,-0.559976453254526,-0.536945596975681,-0.593714975389685,-0.771763583008628,-0.716935491285114,-0.682878759753048,-0.676792856335673,-0.628842137005718,-0.628842137005718,-2.29536071308449,-0.108914818619355,2,High Inequality
CHE,Switzerland,Europe,Northern Hemisphere,Very High,SSA,-1.710544218044,-0.0459981079053174,-1.27319568139722,-1.36870297142664,-1.51469105090487,-1.3486194500154,-1.35299235916431,-1.09789242897888,-1.07794996467798,-1.00000169782798,-0.99370829675397,-0.833920235716643,-0.833920235716643,-3.70373482295552,0.00883113839441864,2,High Inequality
CHL,Chile,America,Southern Hemisphere,Very High,LAC,-0.958401725527233,1.16760710059957,1.01061290138114,0.999336319883165,0.994019896563095,1.02417105494996,0.835254158303829,0.809293051601466,0.841022483948578,0.85993488256034,0.865011302976093,0.906699053833562,0.906699053833562,3.22855025483455,0.365562338292778,1,Medium Inequality
CHN,China,Asia,Northern Hemisphere,High,EAP,-0.279638988377958,0.163186419045207,0.192709195145302,0.0893075492671751,0.669584593463704,0.698249212083058,0.723349077943713,0.695509181644641,0.718283435230673,0.738388934712711,0.743544884220574,0.785726044274365,0.785726044274365,2.04288445356946,-0.743806205204599,0,Low Inequality
CIV,Ivory Coast,Africa,Northern Hemisphere,Medium,SSA,1.18795611897183,1.58007997612534,1.57829990579238,0.629003394799665,0.669363352926399,0.698026957837154,0.723123623468353,0.646945106757363,0.669642677448669,0.690220995736513,0.695408462152373,0.737785157347232,0.737785157347232,2.86887447585719,0.886985588262781,1,Medium Inequality
CMR,Cameroon,Africa,Northern Hemisphere,Medium,SSA,1.04119660823685,-0.0459981079053174,0.0582537531060948,0.0628405240993508,0.094225111297082,1.83965542336084,1.88119034882371,1.87278960691665,1.89742279163899,1.78540738361684,1.78987825535668,1.82780910068953,1.82780910068953,4.36530895568488,-2.62792111381911,1,Medium Inequality
COD,The Democratic Republic of the Congo,Africa,Northern Hemisphere,Low,SSA,1.55485489580927,1.13309056563467,1.14118564845198,1.12773412957214,1.17365232940027,0.808785004041803,0.835476470080442,0.809519095800698,0.751887373427716,0.771666221462424,0.776800397209418,0.818846469918861,0.818846469918861,3.15222884954464,0.605305474410737,1,Medium Inequality
COG,Congo,Africa,Southern Hemisphere,Medium,SSA,1.07788648592059,0.620886815008514,0.640297804562899,1.0669588798876,1.11219975324744,1.18427883801394,1.21637702383439,1.19681464069778,1.22038045787956,1.23560525801658,1.2404358724271,1.28059860972946,1.28059860972946,3.85835316339783,-0.589218115717876,1,Medium Inequality
COL,Colombia,America,Northern Hemisphere,High,LAC,-0.114534538801107,2.60288300961956,2.38474833531727,2.23376729202849,2.29468228856413,2.2989022003643,2.0736027628317,2.00015460693343,1.85044490628008,1.98614745877495,2.16487358370459,2.20128115910423,2.20128115910423,7.57050889146281,0.685403972675939,1,Medium Inequality
CPV,Cabo Verde,Africa,Northern Hemisphere,Medium,SSA,0.619263014873784,0.704178480318679,0.721749341378351,0.715284331735903,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,0.376159877038481,1.04500565717705,0,Low Inequality
CRI,Costa Rica,America,Northern Hemisphere,Very High,LAC,-0.664882704057276,1.44299982203887,1.5704684214397,1.54340376515487,1.71051247186133,1.62155544606086,1.61596693376127,1.64444981561079,1.58205326176897,1.57564486301612,1.57290699940475,1.61171920449218,1.61171920449218,5.51697298456873,0.0495031592323109,1,Medium Inequality
CUB,Cuba,America,Northern Hemisphere,High,LAC,-0.206259233010469,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
CYP,Cyprus,Asia,Northern Hemisphere,Very High,SSA,-1.19688593047157,-1.28680121683646,-1.0526710396109,-1.01774052445276,-0.870091325672286,-0.633486106419573,-0.627561840899719,-0.831315878988267,-1.10579577225846,-1.23223027983064,-1.22578492857963,-1.1835396627744,-1.1835396627744,-3.5235562559616,-0.0379491918847414,2,High Inequality
CZE,Czechia,Europe,Northern Hemisphere,Very High,SSA,-1.14185111394596,-1.68823118960334,-1.53370035152739,-1.54714597886266,-1.51864388183804,-1.5448551321996,-1.55205363060929,-1.66078555433664,-1.81171920822832,-1.83483593149667,-1.82799628754215,-1.76853368953638,-1.76853368953638,-5.78861344602169,0.146407594936774,2,High Inequality
DEU,Germany,Europe,Northern Hemisphere,Very High,SSA,-1.56378470730902,-1.15670211782393,-1.06224429225747,-1.13924195912244,-1.02532575431101,-0.639189285069033,-0.633347139376546,-0.92384673155779,-0.903629448310508,-0.867757933912442,-1.31259436283325,-1.26206095181323,-1.26206095181323,-3.50770764876068,-0.110916419961817,2,High Inequality
DJI,Djibouti,Africa,Northern Hemisphere,Low,AS,1.40809538507429,-0.16889606327133,-0.132036725511316,0.979392835040315,0.717044275493993,0.74592635104241,0.771712718003829,0.744684805428029,0.76753670754727,0.787163434196386,0.792287469915836,0.834270632529009,0.834270632529009,2.24798654207213,-0.816949837211824,1,Medium Inequality
DMA,Dominica,America,Northern Hemisphere,High,LAC,0.142294604985105,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
DNK,Denmark,Europe,Northern Hemisphere,Very High,SSA,-1.61881952383463,-1.65173316798472,-1.2626622715617,-1.09350570284132,-1.28735097902915,-1.1777638557181,-1.34373096259465,-1.51455843713206,-1.50808566139528,-1.53596458408801,-1.52932049553734,-1.59250402410014,-1.59250402410014,-4.92726563249862,0.148494653938685,2,High Inequality
DOM,Dominican Republic,America,Northern Hemisphere,High,LAC,-0.261294049536086,1.24065651117864,1.32155279463875,1.06105997694643,1.31007313317246,0.866584443231803,1.05052205391126,1.10937902166399,0.537750037863483,0.795063534277891,0.500788728241546,0.543955988989265,0.543955988989265,3.12294187077739,0.957245957129861,1,Medium Inequality
DZA,Algeria,Africa,Northern Hemisphere,High,AS,-0.0594997222754905,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-1.47944676288634,-1.46062885497427,-1.46661458279221,-1.53122207650262,-1.51196384168246,-1.47017893377408,-1.44408370594119,-1.39301617156616,-1.39301617156616,-3.88873425938243,1.73425559354187,2,High Inequality
ECU,Ecuador,America,Southern Hemisphere,High,LAC,0.0138800330919987,1.61154988400134,1.20700604199698,1.22637976857976,1.29113990433061,1.02971636573506,1.26054109605415,1.09933943596951,1.06696273490423,1.18389214219575,1.24749914012643,1.28763318570251,1.28763318570251,4.25832353613648,0.336801216011267,1,Medium Inequality
EGY,Egypt,Africa,Northern Hemisphere,High,AS,0.0505699107757432,-0.0459981079053174,-0.0555774666642547,1.83753987510235,1.89136870008274,1.92563144764939,1.96840433823772,1.96146784384714,1.98624105190818,1.99402120463437,1.998355577642,2.03543956646014,2.03543956646014,5.71087664965972,-1.92611637214772,1,Medium Inequality
ERI,Eritrea,Africa,Northern Hemisphere,Low,SSA,1.49982007928365,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
ESP,Spain,Europe,Northern Hemisphere,Very High,SSA,-1.23357580815532,-0.439445043412584,-0.0733511629428586,0.167366898848633,-0.151266070599815,0.0865476065495993,0.0615691404410631,-0.033018629565972,-0.0503031563518079,-0.403125764092517,-0.397222906693162,-0.322318076820347,-0.322318076820347,-0.534849751910488,0.158734128557146,0,Low Inequality
EST,Estonia,Europe,Northern Hemisphere,Very High,SSA,-1.16019605278783,-0.719582218072076,-0.716931580756661,-0.537406399810402,-0.505505692118342,-0.163501890047586,-0.150810341739312,-0.507319656532595,-0.941907519117756,-1.05922669709155,-1.05289454433141,-0.915125556101957,-0.915125556101957,-2.35746805103994,0.322183668728575,2,High Inequality
ETH,Ethiopia,Africa,Northern Hemisphere,Low,SSA,1.48147514044178,-1.91345378320353,-1.77878721668385,-1.74360103527133,-1.72968321909549,-1.71201187704688,-1.72161725833256,-1.25504246870566,-1.23534814503095,-1.19625211594194,-1.36550380274978,-1.31475546809495,-1.31475546809495,-5.25893000387993,-0.899978300321424,2,High Inequality
FIN,Finland,Europe,Northern Hemisphere,Very High,SSA,-1.52709482962527,-1.60291239270367,-1.60590228418692,-1.57375893703331,-1.58637700754685,-1.59209695591095,-1.6505922666402,-1.64985012783291,-1.64061728927895,-1.61152989004246,-1.60483635813079,-1.53315908983217,-1.53315908983217,-5.53556636574376,-0.142501505504665,2,High Inequality
FJI,Fiji,Oceania,Southern Hemisphere,High,EAP,0.0872597884594878,-0.0459981079053174,-0.0118539041118142,-0.00609935678040182,0.0271825242350192,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.199497725735064,0.0891660317617818,0,Low Inequality
FRA,France,Europe,Northern Hemisphere,Very High,SSA,-1.21523086931344,-1.33473529442224,-1.14817431506239,-1.1531617469503,-1.19817361142268,-1.15229621312827,-1.15384227231993,-1.22261269797132,-1.09339867567486,-1.19429949201033,-1.18787895936637,-1.06210267375455,-1.06210267375455,-4.02395042440276,-0.231591212048684,2,High Inequality
FSM,Micronesia,Oceania,Northern Hemisphere,Medium,EAP,0.729332647925018,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,0.534157150318047,0.562201249906563,0.585342166932844,0.555185253856276,0.577737935323266,0.599209625597921,0.604456641935164,0.647202792860892,0.647202792860892,1.51959609477683,-0.834948622298657,0,Low Inequality
GAB,Gabon,Africa,Southern Hemisphere,High,SSA,0.325743993403828,-0.0459981079053174,-0.0555774666642547,-0.2963369448421,-0.266289696370454,-0.241913188002796,-0.230350680646506,-0.274202371754698,-0.141275761773072,-0.112814805435927,-0.107101902266889,-0.0614653267034072,-0.0614653267034072,-0.551207894227113,-0.0402807741769111,0,Low Inequality
GBR,United Kingdom,Europe,Northern Hemisphere,Very High,SSA,-1.39868025773217,-0.827995146080175,-0.528554673840262,-0.641143761150368,-0.83087141224098,-0.792212006872195,-0.788573228857648,-0.734553123340312,-0.762584470230577,-0.559879988044381,-0.553874564320635,-0.506423151846828,-0.506423151846828,-2.31593966726531,-0.214590540046473,2,High Inequality
GEO,Georgia,Asia,Northern Hemisphere,Very High,ECA,-0.573158009847915,1.26818992256797,1.27330031087371,1.25764817107996,0.476367857550839,0.504147170659542,0.526452169462188,0.34248010343387,0.364696922502671,0.388239505622398,0.393624562448864,0.43722713515737,0.43722713515737,2.18018234225988,1.19732953422542,0,Low Inequality
GHA,Ghana,Africa,Northern Hemisphere,Medium,SSA,0.710987709083146,0.591765070173746,-0.0378037703856513,-0.0316169786887095,0.00138051417831356,0.418549652086744,0.439622135851671,0.407018709376904,0.26624513437981,0.290744730897609,0.296193579821275,0.340191927290638,0.340191927290638,0.957029654540638,-0.187918498251296,0,Low Inequality
GIN,Guinea,Africa,Northern Hemisphere,Low,SSA,1.60988971233489,-0.0459981079053174,-0.0555774666642547,-0.741239726150876,-0.71615081896386,-0.693835542657587,-0.68878024610928,-0.740328573470662,-0.719821514218597,-0.57804476480262,-0.572027455629548,-0.524502304227703,-0.524502304227703,-1.92646994209481,0.408108823728357,0,Low Inequality
GMB,Gambia,Africa,Northern Hemisphere,Low,SSA,1.46313020159991,0.550833560078774,0.571792207373744,0.567825018936247,0.627347763614605,0.655818856046689,0.68030776901125,0.651745246329257,0.674450396462739,-0.629100988719287,-0.623050272795875,-0.57531786141658,-0.57531786141658,0.72840377154925,1.26397282009364,0,Low Inequality
GNB,Guinea-Bissau,Africa,Northern Hemisphere,Low,SSA,1.51816501812553,1.31921296257585,1.32319611985007,1.30671287048273,1.35462574806386,1.38642917713007,1.42143811710549,2.15555742364267,2.18063710003137,2.18652760071433,2.19073601428705,2.22703853381018,2.22703853381018,6.16024828365167,-1.12777117581112,1,Medium Inequality
GNQ,Equatorial Guinea,Africa,Northern Hemisphere,Medium,SSA,0.931126975185613,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
GRC,Greece,Europe,Northern Hemisphere,Very High,SSA,-1.12350617510408,-0.670169851327146,-0.622236077996431,-0.265581334754308,-0.176567942957037,-0.204292952645978,-0.176851016838833,-0.187064903213567,-0.382970873149704,-0.631938287713766,-0.625885715308775,-0.689082662724513,-0.689082662724513,-1.52560575471296,0.0505745389362483,0,Low Inequality
GRD,Grenada,America,Northern Hemisphere,High,LAC,-0.481433315638553,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
GTM,Guatemala,America,Northern Hemisphere,Medium,LAC,0.74767758676689,2.24038568488032,2.89558837029406,2.85291393814819,2.91805887835116,0.990412520790627,1.01971923373582,0.996855136244863,1.02010521646131,1.03727681810385,1.04223720138816,1.08320504225735,1.08320504225735,5.48225986649647,2.59408353534949,1,Medium Inequality
GUY,Guyana,America,Northern Hemisphere,High,LAC,0.252364238036338,0.208968160017313,0.237479498949156,0.239080924354077,0.275095284376597,0.389652559132833,0.410308954882523,0.377213385430207,0.399485048508968,0.422689469129906,0.428051984897871,0.471514709844205,0.471514709844205,1.25705616531757,-0.271965209200128,0,Low Inequality
HKG,Hong Kong,Asia,Northern Hemisphere,Very High,SSA,-1.65550940151838,-0.0459981079053174,0.387679320774483,0.386778882547337,0.424439303045385,0.451980683165278,0.473534538928106,0.441500472395662,0.463873645076601,0.486452167978735,0.491772962984802,0.534976846706468,0.534976846706468,1.46674634042998,-0.346779202291958,0,Low Inequality
HND,Honduras,America,Northern Hemisphere,Medium,LAC,0.784367464450635,2.4516525117376,2.4366182652331,2.5262715365953,1.95295107068412,1.89263531290328,1.85313739005229,2.10668325001373,1.97894806917222,1.95157816059385,1.77919418678355,1.81716843191152,1.81716843191152,7.06550884664783,0.945886482380599,1,Medium Inequality
HRV,Croatia,Europe,Northern Hemisphere,Very High,SSA,-0.995091603210977,-0.0459981079053174,-0.69146718721881,-0.716682181063315,-0.641953447010534,-0.651933208829671,-0.646274562354643,-0.764608526917382,-0.979702730736037,-1.05581339470723,-1.04948347531516,-1.19435396383063,-1.19435396383063,-2.8029476699936,0.809486386310297,2,High Inequality
HUN,Hungary,Europe,Northern Hemisphere,Very High,SSA,-0.885021970159743,-1.47858165521419,-1.2915708244543,-1.32987688132357,-1.06138259848473,-1.02681550687671,-0.934670461672788,-1.06215188180464,-0.859633601112864,-1.11526851972703,-1.10889969807455,-1.28482515839932,-1.28482515839932,-3.9786052071242,-0.409314096002318,2,High Inequality
IDN,Indonesia,Asia,Southern Hemisphere,High,EAP,0.362433871087572,-0.0459981079053174,-0.0555774666642547,-0.71471296272242,-0.68932842073207,-0.666890246081348,-0.661446965351026,-0.712536390548473,-0.293874307872456,-0.26392999754116,-0.258118217739499,-0.211868198233137,-0.211868198233137,-1.39627076230381,-0.00361393040078452,0,Low Inequality
IND,India,Asia,Northern Hemisphere,Medium,SA,0.692642770241273,-0.520374479870492,-0.475750074054125,-0.462268453930418,-0.434070474751973,-0.41046272612441,-0.37276958953637,-0.419012371053827,-0.397997952059384,-0.367041494316213,-0.361162247323174,-0.314493652276811,-0.314493652276811,-1.39438325837035,-0.224284970664102,0,Low Inequality
IRL,Ireland,Europe,Northern Hemisphere,Very High,SSA,-1.58212964615089,-1.26060019629187,-1.19962228825852,-1.17408319999023,-0.814428547338138,-0.550655316459432,-0.543538373909751,-0.592648215747356,-1.04693008848069,-1.00966560159111,-1.00336587729937,-1.28908916118737,-1.28908916118737,-3.38073728162476,-0.247265768472522,2,High Inequality
IRN,Iran,Asia,Northern Hemisphere,High,SA,-0.334673804903575,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.359749491017473,-0.335801208863421,-0.325590591135497,-0.371041278039434,-0.349951112471335,-0.319461700274999,-0.313613585359087,-0.267138137911264,-0.267138137911264,-0.888902479202957,0.312512271788259,0,Low Inequality
IRQ,Iraq,Asia,Northern Hemisphere,Medium,AS,0.490848442980678,-0.0459981079053174,-0.882047600942435,-0.86179832294825,-0.838053014167068,-0.816296285155696,-0.81300429564217,-0.866638237447262,-0.846330621728056,-1.28892940776983,-1.2824469575431,-1.23203600841146,-1.23203600841146,-3.2020439997325,0.770630946975914,2,High Inequality
ISL,Iceland,Europe,Northern Hemisphere,Very High,SSA,-1.67385434036025,-1.33750708659564,-1.49297053751353,-1.38297019036919,-1.50827641617477,-1.62129712283655,-1.4244067722232,-1.74719084529328,-1.72827362613954,-1.7250494097924,-1.71828160058476,-1.66610024591095,-1.66610024591095,-5.49704592532774,0.28607500885965,2,High Inequality
ISR,Israel,Asia,Northern Hemisphere,Very High,SSA,-1.32530050236468,0.284548451280881,0.31139002593229,0.251954440618997,0.288112273080567,0.104628326202812,0.121180670117146,0.18117874184288,0.203140865329428,0.151774956106861,0.157314734758877,0.201877222506931,0.201877222506931,0.704385640503294,0.17923420885178,0,Low Inequality
