ISO3,Country,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Inequality in income (2010),Inequality in income (2011),Inequality in income (2012),Inequality in income (2013),Inequality in income (2014),Inequality in income (2015),Inequality in income (2016),Inequality in income (2017),Inequality in income (2018),Inequality in income (2019),Inequality in income (2020),Inequality in income (2021),PCA1,PCA2,Cluster,Inequality Status
ITA,Italy,Europe,Northern Hemisphere,Very High,SSA,-1.1785409916297,-0.668127550725749,-0.386671221142179,-0.371252110465335,-0.242958876072857,-0.127370084640616,-0.11415827599949,-0.156059197041077,-0.12307156680674,-0.117910382218236,-0.154136385168313,-0.108308750654994,-0.108308750654994,-0.755387809842461,-0.52593166008818,0,Low Inequality
JAM,Jamaica,America,Northern Hemisphere,High,LAC,0.289054115720083,-0.0459981079053174,1.25120590724483,1.23592179175524,1.28304571870944,1.31452117310958,1.34849471278642,1.33115047147809,1.35492840554655,1.36884531487676,1.37358874858778,1.41321060509125,1.41321060509125,4.26281735086818,-0.760419598845673,1,Medium Inequality
JOR,Jordan,Asia,Northern Hemisphere,High,AS,0.142294604985105,-0.256131671673995,-0.217345073507103,-0.285757534792499,-0.255592381178832,-0.231166858464442,-0.219449615165134,-0.263118286804027,-0.600764023299686,-0.567836551616075,-0.561825921809458,-0.5143422100965,-0.5143422100965,-1.30021535002882,0.358190596391657,0,Low Inequality
JPN,Japan,Asia,Northern Hemisphere,Very High,SSA,-1.3803353188903,-1.15504055942108,-1.09639473701688,-1.07257509989799,-0.768896037994242,-0.746822436576261,-0.742530096065066,-0.794980836959387,-0.774560073879489,-0.739943195105279,-0.733819953686797,-0.685637584370278,-0.685637584370278,-2.86887365015551,-0.581104627704667,2,High Inequality
KAZ,Kazakhstan,Asia,Northern Hemisphere,Very High,ECA,-0.70157258174102,-0.773421178287961,-1.35266082560127,-1.32457258949624,-1.30598479567718,-1.2863720972169,-1.60650156960424,-1.67345764494018,-1.65442400072833,-1.6112542903344,-1.6045609387512,-1.5528415292054,-1.5528415292054,-5.013523982372,0.567919351907242,2,High Inequality
KEN,Kenya,Africa,Northern Hemisphere,Medium,SSA,1.05954154707872,1.79708096527886,1.79050678136881,1.76623958435944,1.81927378365968,1.47374276788034,1.51000893254394,1.49537637541317,1.51941362292952,1.53173163233296,1.53636848741117,1.57532911572555,1.57532911572555,5.58458284045564,0.517279587966884,1,Medium Inequality
KGZ,Kyrgyzstan,Asia,Northern Hemisphere,Medium,ECA,0.435813626455061,0.15451278631809,0.18422718541761,-0.651213959184546,-0.625121735102733,-1.35148046830814,-1.35589457313804,-1.41864317356481,-1.39920717614581,-1.13023358387469,-1.1238549703864,-1.07408823836208,-1.07408823836208,-3.18758479097396,1.52865014411916,2,High Inequality
KHM,Cambodia,Asia,Northern Hemisphere,Medium,EAP,0.949471914027485,-0.364554252689664,-0.323372319046475,-0.312428840173249,-0.282560932250417,-1.05943030721667,-1.05963919416975,-1.1174139227921,-1.09750228301856,-1.05974620254124,-1.05341370986194,-1.00393311754684,-1.00393311754684,-2.8357082125885,1.02434819130505,2,High Inequality
KIR,Kiribati,Oceania,Northern Hemisphere,Medium,EAP,0.766022525608762,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.368713006545597,-0.3628326658604,-0.316157285400616,-0.316157285400616,-0.546037511924347,0.307755293195075,0,Low Inequality
KNA,Saint Kitts and Nevis,America,Northern Hemisphere,High,LAC,-0.353018743745447,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
KOR,South Korea,Asia,Northern Hemisphere,Very High,SSA,-1.3803353188903,-0.783763686397667,-0.733320331202326,-0.789808474267784,-0.765260854838562,-0.829378304769195,-0.826274682700967,-0.869016772598372,-0.848712912596967,-0.813375221519489,-0.807203932572513,-0.758723469919451,-0.758723469919451,-2.76688564701067,-0.0136811836720945,2,High Inequality
KWT,Kuwait,Asia,Northern Hemisphere,Very High,AS,-0.811642214792254,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
LAO,Lao,Asia,Northern Hemisphere,Medium,EAP,0.839402280976252,-0.326616553942182,-0.286272762269491,-0.307714650811713,-0.277794204310304,-0.253470408789845,-0.242074313365253,-0.286122834135841,-0.229019500321437,-0.199705619573383,-0.193935862616263,-0.147946558495964,-0.147946558495964,-0.832793135320279,-0.186436327822651,0,Low Inequality
LBN,Lebanon,Asia,Northern Hemisphere,High,AS,0.325743993403828,0.972394190630383,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,0.0169864694433674,0.572276899487456,0,Low Inequality
LBR,Liberia,Africa,Northern Hemisphere,Low,SSA,1.5365099569674,-0.54188689673868,-0.496787225946858,-0.482955192056989,0.0435462788851273,0.0693424339257091,0.0853866977744527,0.046835964406167,0.0685859600372319,0.0950069282406488,0.100583850950505,-0.262819534217775,-0.262819534217775,-0.421860246298013,-0.608271595984126,0,Low Inequality
LBY,Libya,Africa,Northern Hemisphere,High,AS,0.178984482668849,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
LCA,Saint Lucia,America,Northern Hemisphere,High,LAC,0.215674360352594,-0.0459981079053174,-0.0555774666642547,0.629866668294562,0.670236247409947,0.698903851861905,0.724013143852957,0.69618439664665,0.718959716400235,0.739058642003297,0.744214153312983,0.786392594726277,0.786392594726277,2.07538883542194,-0.779236419626898,0,Low Inequality
LIE,Liechtenstein,Europe,Northern Hemisphere,Very High,SSA,-1.43537013541591,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
LKA,Sri Lanka,Asia,Northern Hemisphere,High,SA,-0.389708621429192,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.00297572997041982,0.0186956127690816,0.0456015465752614,0.0512107958679346,0.0962042888250921,0.0962042888250921,-0.032225013941259,-0.153280568497589,0,Low Inequality
LSO,Lesotho,Africa,Southern Hemisphere,Low,SSA,1.35306056854868,3.32416607768774,3.28385463064662,3.23471288566023,3.30411288913412,2.54484524669443,2.59653417049974,2.60014343319579,2.62592511291197,1.03956980767491,1.04452869062637,1.08548722322851,1.08548722322851,7.96219433423511,2.92517716346361,1,Medium Inequality
LTU,Lithuania,Europe,Northern Hemisphere,Very High,SSA,-1.08681629742034,-0.390708387197488,-0.557403891176238,-0.684181458964333,-0.373758963430941,-0.333834850118157,-0.3235959188741,0.178436201896449,-0.0590572403800328,-0.263269936240356,-0.257458588325376,-0.632048710990431,-0.632048710990431,-1.24253995657447,-0.30083155920114,0,Low Inequality
LUX,Luxembourg,Europe,Northern Hemisphere,Very High,SSA,-1.41702519657404,-1.56974879569963,-1.28974355901746,-1.16048564789088,-0.984744876362343,-0.977341711738307,-0.976368608488407,-1.03274529593527,-0.777440391560306,-0.461285570484433,-0.455344658368474,-0.687103583913589,-0.687103583913589,-3.16455560805273,-1.06912112152754,2,High Inequality
LVA,Latvia,Europe,Northern Hemisphere,Very High,SSA,-1.01343654205285,-0.275084662535302,-0.388694024208788,-0.281865510664198,-0.293443284982331,-0.244873883957333,-0.246265033825439,-0.290383913171151,-0.514663411434101,-0.372188318864234,-0.366305704237056,-0.57765215950126,-0.57765215950126,-1.27973755267336,0.17852391715638,0,Low Inequality
MAR,Morocco,Africa,Northern Hemisphere,Medium,AS,0.527538320664423,0.00916193534644683,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,0.0381783548576481,0.0648949041380063,0.0704915295362767,0.115406702152707,0.115406702152707,0.00255989292111386,-0.145083068235482,0,Low Inequality
MCO,Monaco,Europe,Northern Hemisphere,Very High,SSA,0.032224971933871,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
MDA,Moldova,Europe,Northern Hemisphere,High,ECA,-0.261294049536086,-1.12113802606662,-1.23027005801607,-1.3700063393623,-1.42099013357092,-1.58541692539989,-1.59319947134869,-1.6599322159499,-1.64087721502427,-1.59783918792088,-1.5911546140134,-1.53948966234972,-1.53948966234972,-5.17819108402739,0.383683788126429,2,High Inequality
MDG,Madagascar,Africa,Southern Hemisphere,Low,SSA,1.44478526275804,1.81225273517526,1.8053433675947,1.7808290390305,-0.262672078372586,-0.238278994333395,-0.226664158376671,-0.270453955961653,-0.249204962555331,0.761263710481697,0.766404692726715,0.808492993866424,0.808492993866424,2.03933991117714,1.59701197517478,0,Low Inequality
MDV,Maldives,Asia,Northern Hemisphere,High,SA,-0.0778446611173628,0.0300482857237275,0.0625124278289957,0.0670282624970248,0.101125134357509,0.127185111669003,0.144062249780099,0.480843605594479,0.503278901261355,0.525474380250907,0.53076964251673,0.573815117679847,0.573815117679847,1.08563814792207,-0.675153354386062,0,Low Inequality
MEX,Mexico,America,Northern Hemisphere,High,LAC,-0.151224416484852,1.30503214285647,1.30932859114662,1.49843596815223,1.54848555647183,1.55263979238751,1.5900419919591,1.16979534276657,1.19331849635425,1.07019554963338,1.07513439376416,1.1159686028245,1.1159686028245,4.48491080417444,0.486869720582632,1,Medium Inequality
MHL,Marshall Islands,Oceania,Northern Hemisphere,Medium,EAP,0.674297831399401,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.115761004529523,-0.0921498200320227,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-0.25004939233654,0.0370541826316204,0,Low Inequality
MKD,North Macedonia,Europe,Northern Hemisphere,High,ECA,-0.29798392721983,-0.0459981079053174,0.995338850278717,0.984316687144909,1.02863653188155,1.05894630125966,1.08923982920169,1.06754292243253,-0.0590572403800328,-0.396219235408532,-0.390320897040585,-0.343533856533573,-0.343533856533573,1.34509523191118,1.19879385888568,0,Low Inequality
MLI,Mali,Africa,Northern Hemisphere,Low,SSA,1.68326946770238,-0.0459981079053174,-0.0555774666642547,-0.0316169786887095,-0.844456922083236,-0.822729535328067,-0.920238642468195,-0.975672956290164,-0.955537506887023,-0.753608668829583,-0.747476485914179,-0.699238642346754,-0.699238642346754,-2.20988256279444,0.905682611837514,0,Low Inequality
MLT,Malta,Europe,Northern Hemisphere,Very High,SSA,-1.30695556352281,-1.28562492891411,-1.16185385793418,-1.23437178089961,-1.17814530896376,-1.25044772910611,-1.25340706781142,-1.31443499158812,-1.35776060282191,-1.30187157006034,-1.29538065160874,-1.07032620566744,-1.07032620566744,-4.26257675525893,-0.101736810079526,2,High Inequality
MMR,Myanmar,Asia,Northern Hemisphere,Medium,EAP,1.0045067305531,-2.35650979375447,-2.27132040585204,-2.22793014763975,-2.21941007032754,-2.20398262230841,-2.22067186947902,-0.029889855523742,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.102701360690709,-0.102701360690709,-3.97057637529141,-3.31008984476817,2,High Inequality
MNE,Montenegro,Europe,Northern Hemisphere,Very High,ECA,-0.829987153634127,-1.43120469406525,-0.0555774666642547,-0.0316169786887095,-1.17765589807821,-1.15745520562412,-1.15907554892982,-1.21851972802087,-1.19876773477281,-0.703955247426941,-0.697855553389976,-0.649819275199124,-0.649819275199124,-2.92386973905223,0.148487636111922,2,High Inequality
MNG,Mongolia,Asia,Northern Hemisphere,High,EAP,0.032224971933871,-0.449925451630419,-0.0555774666642547,-0.0316169786887095,-0.0796525199518605,-0.876523144809605,-0.874098359292594,-0.928758017632072,-0.908548489327798,-0.700891956671854,-0.69479426698581,-0.64677042405797,-0.64677042405797,-2.00645115380973,0.786942385589853,0,Low Inequality
MOZ,Mozambique,Africa,Southern Hemisphere,Low,SSA,1.6649245288605,1.94224703010561,0.769560314660719,0.762298922347405,0.804144429104229,0.833425591437781,0.860471856248745,0.834934132903058,0.85792853912011,0.87667660022601,0.881742066318482,0.923361855079273,0.923361855079273,3.22460862088122,0.515230069893427,1,Medium Inequality
MRT,Mauritania,Africa,Northern Hemisphere,Medium,SSA,1.16961118012995,0.116746083704688,0.25930284696711,0.26054076301448,0.296794288105104,0.323750807733488,0.343458286961228,0.309240352563375,-0.0590572403800328,-0.0697100602763406,-0.0767876066036791,-0.592789437974004,-0.592789437974004,0.145711916514111,0.639190624244094,0,Low Inequality
